frame,second,id,label,bbox,distance_m,speed_kmh
172,6.88,1,car,"1098,401,1279,527",7.6,84.83
172,6.88,3,car,"806,413,932,493",10.91,87.86
172,6.88,31,car,"303,432,333,446",45.83,109.48
173,6.92,1,car,"1096,392,1279,522",7.51,84.82
173,6.92,3,car,"810,407,929,489",11.55,87.96
173,6.92,31,car,"272,430,318,446",29.89,118.78
174,6.96,1,car,"1101,390,1279,521",7.72,85.09
174,6.96,3,car,"811,406,929,489",11.65,88.28
174,6.96,31,car,"262,425,314,444",26.44,118.69
175,7.0,1,car,"1100,391,1279,521",7.68,85.24
175,7.0,3,car,"811,403,928,486",11.75,88.46
175,7.0,31,car,"245,426,293,444",28.65,119.86
176,7.04,1,car,"1100,389,1279,519",7.68,85.54
176,7.04,3,car,"813,402,930,485",11.75,88.49
176,7.04,31,car,"227,424,277,443",27.5,123.0
177,7.08,1,car,"1101,390,1279,520",7.72,85.46
177,7.08,3,car,"809,403,932,485",11.18,88.39
177,7.08,31,car,"210,425,268,444",23.71,122.48
178,7.12,1,car,"1103,392,1279,521",7.81,85.17
178,7.12,3,car,"810,403,931,485",11.36,87.94
178,7.12,31,car,"201,427,249,443",28.65,118.91
179,7.16,1,car,"1102,393,1279,520",7.77,85.23
179,7.16,3,car,"808,404,929,485",11.36,87.93
179,7.16,31,car,"175,431,229,448",25.46,119.83
180,7.2,1,car,"1105,392,1279,519",7.9,84.58
180,7.2,3,car,"809,405,927,486",11.65,87.18
180,7.2,31,car,"150,429,214,446",21.48,117.6
180,7.2,32,car,"544,413,566,425",62.5,110.13
181,7.24,1,car,"1104,389,1279,519",7.86,84.41
181,7.24,3,car,"810,403,930,485",11.46,86.97
181,7.24,31,car,"135,428,200,446",21.15,115.08
181,7.24,32,car,"545,413,567,423",62.5,111.39
181,7.24,33,car,"366,417,407,433",33.54,98.2
182,7.28,1,car,"1100,392,1279,521",7.68,84.13
182,7.28,3,car,"810,405,926,486",11.85,86.4
