frame,second,id,label,bbox,distance_m,speed_kmh
446,17.84,68,car,"99,426,219,513",11.46,114.23
447,17.88,68,car,"98,427,217,517",11.55,115.42
448,17.92,68,car,"101,427,222,521",11.36,107.71
449,17.96,68,car,"82,427,224,527",9.68,107.73
450,18.0,68,car,"68,428,222,531",8.93,107.95
451,18.04,68,car,"73,427,214,528",9.75,108.16
452,18.08,68,car,"65,425,213,526",9.29,108.08
453,18.12,68,car,"53,428,212,530",8.65,108.02
454,18.16,68,car,"11,425,210,554",6.91,107.57
455,18.2,68,car,"-15,421,196,581",6.52,107.45
456,18.24,68,car,"-15,423,176,588",7.2,106.41
457,18.28,68,car,"-8,423,157,591",8.33,105.65
461,18.44,69,car,"0,466,58,602",23.71,140.38
488,19.52,70,person,"72,363,149,527",17.86,119.13
623,24.92,71,car,"1,461,1080,714",1.27,81.42
624,24.96,71,car,"1,460,1070,713",1.29,81.42
625,25.0,71,car,"0,461,1065,713",1.29,81.53
633,25.32,72,person,"417,414,450,468",41.67,137.72
633,25.32,73,person,"379,427,424,477",30.56,122.33
634,25.36,73,person,"376,421,420,476",31.25,124.77
637,25.48,74,car,"602,395,665,440",21.83,113.35
637,25.48,75,person,"393,414,423,472",45.83,150.04
638,25.52,74,car,"596,400,640,447",31.25,118.1
638,25.52,76,car,"728,399,755,422",50.93,152.93
639,25.56,74,car,"574,415,638,453",21.48,121.42
639,25.56,76,car,"723,399,754,429",44.35,147.47
640,25.6,74,car,"565,417,631,454",20.83,120.44
640,25.6,74,car,"563,418,631,454",20.22,119.84
640,25.6,76,car,"718,407,748,431",45.83,147.77
641,25.64,74,car,"571,418,629,461",23.71,119.09
641,25.64,76,car,"711,412,750,433",35.26,143.38
641,25.64,76,car,"712,412,750,433",36.18,140.74
642,25.68,74,car,"559,420,621,462",22.18,117.77
642,25.68,74,car,"558,420,621,462",21.83,115.4
642,25.68,76,car,"664,417,736,447",19.1,135.36
642,25.68,77,person,"805,412,827,473",62.5,161.67
643,25.72,74,car,"554,411,622,462",20.22,113.46
643,25.72,74,car,"555,409,622,462",20.52,111.52
643,25.72,78,person,"349,432,376,491",50.93,158.1
644,25.76,74,car,"539,408,623,465",16.37,110.84
644,25.76,79,car,"703,406,737,434",40.44,137.12
644,25.76,80,car,"0,492,1280,715",1.07,81.52
644,25.76,81,car,"715,407,750,434",39.29,135.49
645,25.8,74,car,"534,410,617,468",16.57,109.02
645,25.8,79,car,"705,406,738,431",41.67,141.95
646,25.84,74,car,"523,410,607,464",16.37,107.71
647,25.88,74,car,"507,409,599,468",14.95,108.18
647,25.88,82,car,"711,403,737,426",52.88,157.31
647,25.88,83,car,"695,415,761,449",20.83,110.45
647,25.88,84,person,"814,402,839,479",55.0,160.4
648,25.92,74,car,"483,408,594,475",12.39,108.13
648,25.92,83,car,"694,419,755,451",22.54,112.34
648,25.92,85,car,"0,500,1280,714",1.07,81.52
649,25.96,74,car,"469,410,583,481",12.06,108.23
