frame,second,id,label,x1,y1,x2,y2,vx1,vy1,vx2,vy2,distance_m,speed_kmh
55,2.2,6,car,316,296,347,322,0.0,0.0,0.0,0.0,44.35,10.37
56,2.24,4,car,61,290,162,350,0.2836880385875702,0.29029539227485657,0.705825686454773,0.19054700434207916,13.61,2.36
57,2.28,4,car,63,290,164,351,0.43099215626716614,0.21566131711006165,0.8279147148132324,0.39444053173065186,13.61,2.71
58,2.32,4,car,68,291,165,352,1.2421965599060059,0.2724316120147705,0.7755190134048462,0.35212159156799316,14.18,2.67
59,2.36,4,car,73,290,166,351,1.7569957971572876,0.06504687666893005,0.6754599809646606,0.08565441519021988,14.78,2.57
60,2.4,4,car,76,290,170,351,1.7185269594192505,-0.02830551564693451,1.0293326377868652,-0.03491584584116936,14.63,2.82
61,2.44,4,car,79,290,173,351,1.6405210494995117,0.09346836060285568,1.2945144176483154,-0.06788478046655655,14.63,3.16
62,2.48,4,car,81,291,177,350,1.4243457317352295,0.10975269228219986,1.4501343965530396,-0.20666690170764923,14.32,3.32
63,2.52,4,car,82,291,178,350,1.0751038789749146,0.08336995542049408,1.226976990699768,-0.048975568264722824,14.32,3.74
64,2.56,4,car,85,291,178,350,1.0743474960327148,0.049393463879823685,0.7863045930862427,0.022110605612397194,14.78,3.58
65,2.6,4,car,87,291,179,350,1.1991143226623535,0.022664833813905716,0.6906319856643677,-0.10570988804101944,14.95,3.22
66,2.64,4,car,89,291,181,349,1.0386050939559937,0.006393708288669586,0.747112512588501,-0.26749327778816223,14.95,2.36
67,2.68,4,car,92,288,181,347,1.2633107900619507,-0.44197556376457214,0.4010695517063141,-0.5408430099487305,15.45,1.93
68,2.72,4,car,94,288,181,347,1.119875431060791,-0.3264733552932739,0.30571120977401733,-0.33337563276290894,15.8,1.73
69,2.76,4,car,97,289,183,347,1.1799674034118652,-0.04215989261865616,0.4753786027431488,-0.160848468542099,15.99,1.8
70,2.8,4,car,98,289,184,347,1.0018271207809448,0.0724458321928978,0.5436185002326965,-0.051563337445259094,15.99,1.97
71,2.84,4,car,99,290,187,347,0.7903614640235901,0.09237005561590195,0.9959767460823059,-0.1439991593360901,15.62,2.33
72,2.88,4,car,100,290,189,346,0.6290324330329895,0.07239653170108795,1.0129292011260986,-0.134931281208992,15.45,2.93
73,2.92,4,car,101,290,192,346,0.6799994111061096,0.04395129159092903,1.0152286291122437,-0.09203930199146271,15.11,2.8
74,2.96,4,car,105,290,192,347,1.0860848426818848,0.020813198760151863,0.7178243398666382,0.09730129688978195,15.8,3.07
75,3.0,4,car,106,290,192,348,0.9130500555038452,0.15325883030891418,0.5469041466712952,0.1368001103401184,15.99,2.77
76,3.04,4,car,109,292,195,347,1.0416582822799683,0.28604015707969666,0.691425621509552,-0.06499695777893066,15.99,2.61
76,3.04,7,car,0,334,18,394,0.0,0.0,0.0,0.0,76.39,3.6
76,3.04,8,car,405,297,440,321,0.0,0.0,0.0,0.0,39.29,1.85
77,3.08,4,car,113,290,196,345,1.2060080766677856,-0.10878575593233109,0.5673249363899231,-0.38770824670791626,16.57,2.41
77,3.08,8,car,405,297,439,321,0.0,0.0,-0.07258064299821854,0.0,40.44,3.63
78,3.12,4,car,113,289,196,344,0.5544054508209229,-0.31007641553878784,0.2803294062614441,-0.2949638068675995,16.57,2.68
78,3.12,8,car,405,297,439,321,0.0,0.0,-0.16537444293498993,0.0,40.44,5.26
78,3.12,9,car,0,332,20,394,0.0,0.0,0.0,0.0,68.75,13.98
79,3.16,4,car,112,289,198,344,0.05878935381770134,-0.02628905512392521,0.33912912011146545,-0.09536422044038773,15.99,2.62
80,3.2,4,car,113,289,200,345,0.23746581375598907,0.037650059908628464,0.49542373418807983,0.1317906379699707,15.8,3.12
80,3.2,10,car,0,323,31,393,0.0,0.0,0.0,0.0,44.35,12.24
80,3.2,11,car,0,325,25,394,0.0,0.0,0.0,0.0,55.0,15.18
81,3.24,4,car,115,290,200,345,0.32640039920806885,0.03683331981301308,0.3104507625102997,-0.02141948975622654,16.18,2.91
81,3.24,10,car,0,322,30,393,0.0,-0.23376621305942535,-0.11688310652971268,0.0,45.83,7.07
81,3.24,12,car,406,296,440,321,0.0,0.0,0.0,0.0,40.44,0.83
82,3.28,4,car,117,290,200,344,0.45255419611930847,0.014574380591511726,0.07836717367172241,-0.0468667596578598,16.57,2.53
82,3.28,10,car,0,318,31,392,0.0,-0.8031925559043884,0.15241120755672455,-0.15828776359558105,44.35,7.37
83,3.32,4,car,120,290,203,345,0.6510064601898193,0.0019169339211657643,0.5798712372779846,0.12365317344665527,16.57,2.26
83,3.32,10,car,0,315,38,390,0.0,-1.0209987163543701,1.3286181688308716,-0.44379061460494995,36.18,7.94
83,3.32,10,car,0,314,37,391,0.0,-0.6389726996421814,0.4075242578983307,-0.04635826125741005,37.16,8.1
84,3.36,4,car,123,290,204,345,0.843230128288269,-0.0012793138157576323,0.4141446650028229,-0.04849536716938019,16.98,2.3
84,3.36,10,car,0,319,43,390,0.0,0.48817139863967896,1.028496265411377,-0.05585198849439621,31.98,6.64
85,3.4,4,car,126,290,206,345,0.9632717370986938,0.15004423260688782,0.48691123723983765,0.08142856508493423,17.19,2.12
85,3.4,10,car,0,316,46,390,0.0,-0.29605212807655334,0.9581130146980286,-0.17879647016525269,29.89,7.48
86,3.44,4,car,129,292,207,345,1.010075569152832,0.2711827754974365,0.4355158507823944,-0.07409355044364929,17.63,2.64
86,3.44,10,car,0,309,49,388,0.0,-1.2755018472671509,1.1109539270401,-0.28101810812950134,28.06,7.73
86,3.44,13,car,409,297,443,321,0.0,0.0,0.0,0.0,40.44,10.84
87,3.48,4,car,133,300,205,344,0.8662601709365845,1.484014630317688,-0.13641001284122467,-0.06844818592071533,19.1,3.0
87,3.48,4,car,133,296,210,344,0.5990641117095947,0.16029758751392365,0.7815805077552795,-0.04832584783434868,17.86,3.19
87,3.48,10,car,0,301,55,388,0.0,-1.454882264137268,1.067597508430481,-0.10324051976203918,25.0,7.35
88,3.52,4,car,132,293,212,345,0.014392975717782974,-0.41139695048332214,0.4387769103050232,0.1363873928785324,17.19,3.93
88,3.52,10,car,0,301,57,391,0.0,-1.079590916633606,1.180428147315979,0.35904431343078613,24.12,7.6
89,3.56,4,car,132,292,211,346,0.08524130284786224,-0.35923323035240173,0.015356163494288921,0.11860018223524094,17.41,5.12
89,3.56,10,car,0,299,59,391,0.0,-0.5843343734741211,0.6518560647964478,0.1577581763267517,23.31,8.73
90,3.6,4,car,132,292,212,345,-0.08333045244216919,-0.171245738863945,0.31345415115356445,-0.09955625981092453,17.19,5.82
90,3.6,10,car,0,299,63,391,0.0,-0.38141292333602905,1.006575584411621,0.05046189948916435,21.83,9.04
91,3.64,4,car,133,292,215,345,0.2161351889371872,-0.04526614025235176,0.5505080819129944,0.04254515841603279,16.77,6.43
91,3.64,10,car,0,298,68,393,0.0,-0.30857905745506287,1.3946682214736938,0.453304648399353,20.22,8.61
92,3.68,10,car,0,298,73,393,0.0,-0.2022533267736435,1.6622629165649414,0.2759706974029541,18.84,8.69
93,3.72,10,car,0,297,74,395,0.0,-0.25265657901763916,1.2666361331939697,0.574207603931427,18.58,7.97
94,3.76,10,car,0,296,77,395,0.0,-0.4922028183937073,1.3417062759399414,0.36313873529434204,17.86,6.5
95,3.8,10,car,0,294,81,396,0.0,-0.5798906087875366,1.7104508876800537,0.3283095955848694,16.98,5.74
96,3.84,10,car,0,293,86,394,0.0,-0.587666928768158,1.9272109270095825,-0.07496270537376404,15.99,4.77
97,3.88,10,car,0,292,92,393,0.0,-0.5646886229515076,2.32009220123291,-0.3443314731121063,14.95,3.53
98,3.92,10,car,0,291,97,392,0.0,-0.4494476616382599,2.012972831726074,-0.2868445813655853,14.18,2.75
98,3.92,14,car,152,292,228,342,0.0,0.0,0.0,0.0,18.09,3.48
99,3.96,10,car,0,289,100,389,0.0,-0.5176417827606201,1.4780452251434326,-0.5931639075279236,13.75,2.72
99,3.96,14,car,152,291,228,341,0.08256880193948746,-0.02752293460071087,0.02752293460071087,-0.02752293460071087,18.09,3.76
100,4.0,10,car,0,288,103,388,0.0,-0.4519326090812683,1.2771642208099365,-0.553844690322876,13.35,2.47
100,4.0,14,car,154,291,230,340,0.4483455717563629,-0.1494448184967041,0.5875742435455322,-0.2954872250556946,18.09,3.59
101,4.04,10,car,0,288,107,388,0.0,-0.1653783917427063,1.0609052181243896,-0.21307788789272308,12.85,3.08
101,4.04,14,car,158,291,234,338,0.8970310688018799,0.010998334735631943,0.9185786843299866,-0.4538537561893463,18.09,4.43
101,4.04,15,car,375,298,413,320,0.0,0.0,0.0,0.0,36.18,16.18
102,4.08,10,car,0,290,108,390,0.0,0.2569187879562378,0.6979526281356812,0.240386962890625,12.73,3.64
102,4.08,14,car,161,292,235,341,0.9296505451202393,0.19456258416175842,0.4650653004646301,0.21373844146728516,18.58,4.78
103,4.12,10,car,0,292,108,390,0.0,0.3989899158477783,0.4402379095554352,0.09548263251781464,12.73,4.11
103,4.12,14,car,164,294,235,343,0.9668739438056946,0.2906081974506378,0.32094302773475647,0.39309123158454895,19.37,5.29
104,4.16,10,car,0,296,109,391,0.0,0.8585391640663147,0.3267391324043274,0.1667814999818802,12.61,4.3
104,4.16,14,car,166,295,237,344,0.6894093155860901,0.33476728200912476,0.4403868615627289,0.41232210397720337,19.37,5.57
105,4.2,10,car,0,296,111,391,0.0,0.5782488584518433,0.6365620493888855,0.13592980802059174,12.39,4.73
106,4.24,10,car,0,294,115,389,0.0,0.01587367057800293,0.9991151094436646,-0.2088964879512787,11.96,3.8
107,4.28,10,car,0,293,117,388,0.0,-0.1913343220949173,0.981852650642395,-0.4192813038825989,11.75,3.49
108,4.32,10,car,0,291,122,386,0.0,-0.33415529131889343,1.4461231231689453,-0.45791053771972656,11.27,2.94
108,4.32,16,car,168,293,242,341,0.0,0.0,0.0,0.0,18.58,2.64
109,4.36,10,car,0,292,127,386,0.0,-0.12998785078525543,1.860692024230957,-0.3361712098121643,10.83,2.54
110,4.4,10,car,0,291,130,385,0.0,-0.1664673089981079,1.6088155508041382,-0.341340571641922,10.58,2.24
111,4.44,10,car,0,292,131,385,0.0,0.016867944970726967,1.337854027748108,-0.24254196882247925,10.5,2.65
112,4.48,10,car,0,292,132,385,0.0,0.07773227244615555,0.9934781193733215,-0.1355355679988861,10.42,2.51
113,4.52,10,car,0,293,134,384,0.0,0.0766458809375763,0.8721456527709961,-0.20446757972240448,10.26,2.45
114,4.56,10,car,0,293,138,383,0.0,0.04090825468301773,1.1928255558013916,-0.2896977961063385,9.96,2.73
114,4.56,17,car,183,295,246,341,0.0,0.0,0.0,0.0,21.83,9.64
115,4.6,10,car,0,292,142,381,0.0,-0.13674229383468628,1.1883076429367065,-0.48127973079681396,9.68,2.7
115,4.6,17,car,182,294,246,340,-0.02752293460071087,-0.02752293460071087,0.08256880193948746,-0.02752293460071087,21.48,9.2
116,4.64,10,car,0,292,144,382,0.0,0.0299071054905653,0.9522225260734558,-0.16298551857471466,9.55,3.0
116,4.64,17,car,184,294,249,340,0.28868016600608826,-0.1494448184967041,0.7404304146766663,-0.1494448184967041,21.15,9.21
117,4.68,10,car,0,292,146,381,0.0,-0.09180936217308044,0.7631140947341919,-0.15894991159439087,9.42,3.21
117,4.68,17,car,186,293,251,339,0.47556111216545105,-0.1440049409866333,0.7417312264442444,-0.1440049409866333,21.15,8.74
118,4.72,10,car,0,291,146,380,0.0,-0.0947994664311409,0.6420565247535706,-0.3992875814437866,9.42,3.46
119,4.76,10,car,0,291,150,380,0.0,-0.06798158586025238,0.9987280368804932,-0.21939963102340698,9.17,3.09
120,4.8,10,car,0,292,152,380,0.0,0.10989786684513092,0.979537844657898,-0.08960755169391632,9.05,2.84
121,4.84,10,car,0,294,156,380,0.0,0.4361621141433716,1.4215829372406006,-0.01683959923684597,8.81,2.37
121,4.84,18,car,413,299,448,324,0.0,0.0,0.0,0.0,39.29,11.3
122,4.88,10,car,0,295,158,380,0.0,0.3566707372665405,1.0845152139663696,0.01806659996509552,8.7,2.14
123,4.92,10,car,0,295,162,381,0.0,0.17575660347938538,1.1102596521377563,0.018868036568164825,8.49,1.97
123,4.92,19,car,192,295,259,340,0.0,0.0,0.0,0.0,20.52,7.22
124,4.96,10,car,2,294,162,380,0.45037606358528137,-0.09940143674612045,0.6167536973953247,-0.13954976201057434,8.59,2.29
124,4.96,19,car,192,295,259,339,0.05504586920142174,0.0,0.02752293460071087,-0.02752293460071087,20.52,8.24
124,4.96,20,car,412,300,448,324,0.0,0.0,0.0,0.0,38.19,17.47
125,5.0,10,car,4,294,166,379,0.5121089816093445,0.02609856426715851,0.9655535221099854,-0.11680679023265839,8.49,2.46
125,5.0,20,car,412,299,448,323,0.14516128599643707,-0.07258064299821854,0.0,-0.07258064299821854,38.19,16.76
126,5.04,10,car,7,295,168,378,0.6697725653648376,0.042002297937870026,0.6254492998123169,-0.1906898468732834,8.54,2.33
126,5.04,20,car,413,298,448,322,0.15033963322639465,-0.15552257001399994,0.16068588197231293,-0.15552257001399994,39.29,12.4
126,5.04,21,car,197,295,262,339,0.0,0.0,0.0,0.0,21.15,2.45
127,5.08,10,car,10,296,169,378,0.745971143245697,0.16763250529766083,0.48917174339294434,-0.09170614928007126,8.65,2.45
127,5.08,20,car,412,298,448,322,-0.08334697037935257,-0.08499071002006531,-0.04016198217868805,-0.08499071002006531,38.19,13.61
127,5.08,21,car,197,295,261,339,0.11009173840284348,0.02752293460071087,-0.02752293460071087,0.0,21.48,5.88
128,5.12,10,car,14,297,170,378,0.9103802442550659,0.23954090476036072,0.32248812913894653,-0.019179049879312515,8.81,2.42
128,5.12,20,car,409,298,445,322,-0.3718768060207367,-0.021822914481163025,-0.49451175332069397,-0.021822914481163025,38.19,13.97
128,5.12,21,car,203,296,261,339,1.2613295316696167,0.31532812118530273,0.0031616410706192255,0.0,23.71,5.72
129,5.16,10,car,20,298,173,378,1.1461600065231323,0.2240413874387741,0.49107909202575684,0.007324330508708954,8.99,2.26
129,5.16,20,truck,387,290,423,322,-4.101978778839111,-1.545673131942749,-4.079655647277832,-0.1445770263671875,38.19,18.76
129,5.16,21,car,207,296,265,340,0.8726339340209961,0.03919040784239769,0.4402730166912079,0.14316536486148834,23.71,6.04
130,5.2,10,car,23,298,175,379,0.7991569638252258,0.09011880308389664,0.5199248790740967,0.006727583706378937,9.05,2.29
130,5.2,20,truck,378,287,420,322,-2.9636406898498535,-1.0072537660598755,-1.98379385471344,0.05173727869987488,32.74,20.98
130,5.2,21,car,207,296,266,340,0.30818143486976624,-0.023749085143208504,0.39303287863731384,0.08063889294862747,23.31,6.51
131,5.24,10,car,5,315,49,368,-2.594212770462036,3.006734609603882,-21.792984008789062,-1.8310976028442383,31.25,16.19
131,5.24,10,car,17,305,121,375,0.5387517809867859,0.17669463157653809,-0.05706791579723358,0.1404929757118225,13.22,16.26
131,5.24,21,car,205,295,267,341,-0.15835031867027283,-0.018261734396219254,0.24634119868278503,0.15460243821144104,22.18,7.27
132,5.28,21,car,204,295,266,341,-0.3136441111564636,-0.012514627538621426,0.021476708352565765,0.12170056998729706,22.18,8.38
133,5.32,21,car,204,296,266,340,-0.12818151712417603,0.1412954032421112,0.08285704255104065,-0.074142687022686,22.18,8.81
133,5.32,22,car,35,298,179,379,0.0,0.0,0.0,0.0,9.55,3.26
133,5.32,23,car,0,320,23,370,0.0,0.0,0.0,0.0,59.78,20.42
134,5.36,21,car,206,295,269,338,0.3259929418563843,-0.19547772407531738,0.3616062104701996,-0.40794670581817627,21.83,7.87
134,5.36,22,car,35,298,180,378,0.14516128599643707,0.0,0.29032257199287415,-0.2177419364452362,9.48,2.26
134,5.36,23,car,0,320,24,369,0.0,0.23376621305942535,0.4675324261188507,-0.11688310652971268,57.29,14.31
135,5.4,21,car,213,293,271,335,1.024520754814148,-0.2571568191051483,0.43722403049468994,-0.4602525532245636,23.71,7.17
135,5.4,22,car,36,295,180,374,0.3307380676269531,-0.4728385806083679,0.18863274157047272,-0.8113298416137695,9.55,2.35
135,5.4,23,car,0,317,30,365,0.0,-0.4946669042110443,1.0531364679336548,-0.7739036679267883,45.83,12.94
136,5.44,21,car,216,291,270,334,0.8153159618377686,-0.4084927439689636,0.04433131590485573,-0.3441697955131531,25.46,6.53
136,5.44,22,car,42,292,181,371,0.9481980204582214,-0.6604182720184326,0.1885208636522293,-0.840053379535675,9.89,1.99
136,5.44,23,car,0,313,33,361,0.0,-0.7969712018966675,0.8537519574165344,-0.8982834815979004,41.67,10.93
137,5.48,22,car,47,292,185,371,1.2414960861206055,-0.3100777864456177,0.6626237034797668,-0.35467270016670227,9.96,2.01
137,5.48,23,car,0,312,35,361,0.0,-0.6493452191352844,0.8806124925613403,-0.37755104899406433,39.29,11.07
138,5.52,22,car,48,293,185,371,0.5630990862846375,0.08723074197769165,0.36058127880096436,-0.0532548762857914,10.04,2.21
138,5.52,23,car,0,305,41,363,0.0,-1.5761576890945435,1.4963366985321045,0.14607542753219604,33.54,9.8
139,5.56,22,car,53,294,191,370,1.0785056352615356,0.122065469622612,1.1850409507751465,-0.12230682373046875,9.96,3.02
139,5.56,23,car,0,301,43,364,0.0,-1.4969289302825928,1.1842024326324463,0.1173006072640419,31.98,12.35
140,5.6,22,car,55,297,193,371,0.7102211713790894,0.5078117847442627,0.6801351308822632,0.08392844349145889,9.96,3.12
140,5.6,23,car,0,299,43,364,0.0,-1.1009126901626587,0.5688178539276123,0.056882381439208984,31.98,13.1
140,5.6,24,car,219,297,275,337,0.0,0.0,0.0,0.0,24.55,10.53
141,5.64,22,car,58,296,190,372,0.9203607439994812,0.20384210348129272,-0.15943185985088348,0.08416832983493805,10.42,3.63
141,5.64,23,car,0,297,48,365,0.0,-0.6441302299499512,0.9710699915885925,0.1570126712322235,28.65,14.23
141,5.64,24,car,219,297,275,337,0.11688310652971268,0.0,0.0,0.11688310652971268,24.55,9.94
142,5.68,22,car,60,296,192,372,0.7210568785667419,0.005379321984946728,0.32507017254829407,0.03376588225364685,10.42,4.09
142,5.68,23,car,0,298,52,365,0.0,-0.18019479513168335,1.0620965957641602,0.08280802518129349,26.44,14.11
142,5.68,24,car,221,297,277,338,0.30256345868110657,0.15711340308189392,0.47134020924568176,0.14545005559921265,24.55,10.2
143,5.72,22,car,63,296,194,372,0.7018334865570068,0.11370684206485748,0.3690158426761627,0.004646017216145992,10.5,3.94
143,5.72,23,car,0,301,55,366,0.0,0.4560566544532776,0.7461612224578857,0.16809257864952087,25.0,13.01
144,5.76,22,car,64,297,198,371,0.5340377688407898,0.08299200981855392,0.8069424629211426,-0.15136754512786865,10.26,3.24
144,5.76,23,car,0,298,61,366,0.0,-0.225381538271904,1.3963719606399536,0.10878417640924454,22.54,9.61
145,5.8,22,car,67,298,200,370,0.7033405900001526,0.18902508914470673,0.8541988134384155,-0.12210635095834732,10.34,3.03
145,5.8,23,car,0,297,62,366,0.0,-0.295205295085907,0.9258236289024353,0.04431688413023949,22.18,7.93
146,5.84,22,car,69,298,202,369,0.7292158007621765,0.12990280985832214,0.6297814846038818,-0.21058212220668793,10.34,2.79
146,5.84,23,car,0,294,64,366,0.0,-0.6324338912963867,0.8414161205291748,0.008042692206799984,21.48,6.88
146,5.84,25,car,222,297,279,336,0.0,0.0,0.0,0.0,24.12,7.87
147,5.88,22,car,69,296,199,368,0.29979217052459717,-0.26128342747688293,-0.1012445017695427,-0.25613272190093994,10.58,2.54
147,5.88,23,car,0,293,68,366,0.0,-0.48763376474380493,0.9152297973632812,-0.005783407017588615,20.22,5.62
148,5.92,22,car,72,294,200,368,0.5319883227348328,-0.36500319838523865,0.10571172833442688,-0.15074607729911804,10.74,2.15
148,5.92,23,car,0,294,73,366,0.0,-0.09651866555213928,1.262448787689209,0.14227774739265442,18.84,4.22
148,5.92,26,car,225,296,281,335,0.0,0.0,0.0,0.0,24.55,4.59
149,5.96,22,car,78,295,203,368,1.1708515882492065,-0.022453878074884415,0.39425918459892273,-0.03380033001303673,11.0,2.35
149,5.96,23,car,0,293,76,367,0.0,-0.08994138240814209,0.8928731679916382,0.09430655092000961,18.09,4.54
150,6.0,22,car,78,296,204,368,0.6186481714248657,0.19860400259494781,0.4200165271759033,0.00267001218162477,10.91,2.67
150,6.0,23,car,0,292,75,367,0.0,-0.19703057408332825,0.27959850430488586,0.04356127604842186,18.33,4.86
150,6.0,27,car,228,296,282,335,0.0,0.0,0.0,0.0,25.46,10.52
151,6.04,22,car,80,296,206,368,0.5587649345397949,-0.014864577911794186,0.47443920373916626,-0.13965457677841187,10.91,2.91
151,6.04,23,car,0,293,77,367,0.0,0.044098738580942154,0.40765929222106934,0.004711800720542669,17.86,5.09
151,6.04,27,car,230,296,284,335,0.5844155550003052,0.0,0.5844155550003052,0.0,25.46,9.1
152,6.08,22,car,86,295,208,367,1.103795051574707,-0.04498467966914177,0.4994514286518097,-0.08310503512620926,11.27,3.61
152,6.08,23,car,0,295,82,366,0.0,0.20965567231178284,0.9285221695899963,-0.152805894613266,16.77,6.28
152,6.08,27,car,223,296,284,336,-1.0009995698928833,0.0,0.25591006875038147,0.31422680616378784,22.54,11.87
153,6.12,22,car,87,294,209,365,0.550491452217102,-0.3198464512825012,0.3563891053199768,-0.31949499249458313,11.27,3.5
